address,date_of_reg,ipc_period,ipc_status,name,primary_sector,status,uen,website
489 Serangoon North Avenue 1 Singapore 555891,09/06/2001,Not applicable,Not applicable,Ban Hock (Teng Ann Chi) Temple,Religious,Registered,T00SS0076H,Not applicable
391A ORCHARD ROAD #26-1 NGEE ANN CITY TOWER A Singapore 238873,18/12/1989,Not applicable,Not applicable,BAN SEE SOON KONGSI,Religious,Registered,S89CC0707J,Not applicable
70 SENGKANG WEST AVENUE #01-02 Singapore 797651,07/04/2006,Not applicable,Not applicable,Bao Gong Temple,Religious,Registered,T05SS0066F,Not applicable
3 LICHFIELD ROAD Singapore 556823,17/02/1987,Not applicable,Not applicable,BAPTIST FELLOWSHIP CHURCH LIMITED,Religious,Registered,197700038D,Not applicable
48 BARKER ROAD Singapore 309917,02/12/1987,Not applicable,Not applicable,BARKER ROAD METHODIST CHURCH,Religious,Registered,S87CC0534L,http://www.brmc.org.sg
8 NEW INDUSTRIAL ROAD #05-01 LHK 3 Singapore 536200,12/11/1986,Not applicable,Not applicable,BARTLEY CHRISTIAN CHURCH LTD.,Religious,Registered,197801655D,http://www.bartley.org.sg/
8 NEW INDUSTRIAL ROAD #05-01 LHK3 BUILDING Singapore 536200,25/09/2012,From 01/01/2017 To 31/12/2018,Live,BARTLEY COMMUNITY CARE SERVICES,Social and Welfare,Registered,T01SS0004H,www.bccs.org.sg
601 ALJUNIED AVENUE 1 #01-04 Singapore 389862,21/06/2010,From 08/04/2017 To 07/04/2020,Live,Basketball Association of Singapore,Sports,Registered,S67SS0001J,http://www.bas.org.sg
1 KAKI BUKIT ROAD 1 #04-09 ENTERPRISE ONE Singapore 415934,06/02/1998,Not applicable,Not applicable,BAUHINIA BAPTIST CHURCH,Religious,Registered,S96SS0084H,Not applicable
98 NANYANG CRESCENT #05-06 Singapore 637665,21/09/2012,From 17/02/2017 To 16/02/2018,Live,BEAUTIFUL MIND CHARITY,Arts and Heritage,Registered,T12SS0009G,http://www.bmcsg.org
3 SHENTON WAY #15-01 SHENTON HOUSE Singapore 068805,03/09/2015,From 01/12/2017 To 30/11/2019,Live,BEAUTIFUL PEOPLE SG LTD.,Social and Welfare,Registered,201525056H,www.beautifulpeople.org.sg
850 NEW UPPER CHANGI ROAD BEDOK COMMUNITY CENTRE Singapore 467352,07/11/1990,From 01/04/2015 To 31/03/2018,Live,BEDOK CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S90CC0764J,http://www.pa.gov.sg
485 Bedok South Avenue 2 Bedok Lutheran Church Singapore 469315,19/06/1989,Not applicable,Not applicable,BEDOK LUTHERAN CHURCH,Religious,Registered,S89CC0663J,http://www.blc.org.sg/
86 BEDOK ROAD #3 Singapore 469371,30/11/1987,Not applicable,Not applicable,BEDOK METHODIST CHURCH,Religious,Registered,S87CC0532H,http://www.bmc.org.sg/
3 HOUGANG AVE 6 PUNGGOL COMMUNITY CLUB Singapore 538808,09/05/1988,From 21/08/2015 To 20/08/2018,Live,BEDOK RESERVIOR-PUNGGOL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S88CC0571D,Not applicable
71B Jalan Jurong Kechil Singapore 598588,09/03/1994,Not applicable,Not applicable,Beeh Low See Temple,Religious,Registered,S94SS0047K,http://www.pilutemple.com/
443 RACE COURSE ROAD Singapore 218687,28/02/1990,Not applicable,Not applicable,BEO SAN HOOD CHOR TEMPLE,Religious,Registered,S90CC0718A,Not applicable
63 Cranwell Road Singapore 509851,16/06/1999,Not applicable,Not applicable,Berean Bible- Presbyterian Church,Religious,Registered,S97SS0060H,http://www.bereanbpc.com
30 EAST COAST ROAD #02-32 PARAMOUNT HOTEL & SHOPPING CENTRE Singapore 428751,18/05/1987,Not applicable,Not applicable,Berean Christian Church,Religious,Registered,S87SS0013A,Not applicable
9A GILSTEAD ROAD Singapore 309063,16/04/2009,Not applicable,Not applicable,Berith Bible-Presbyterian Church,Religious,Registered,T07SS0044C,http://berithbpc.com
167 Yio Chu Kang Road Singapore 545620,24/10/1990,Not applicable,Not applicable,Bethany Christian Centre,Religious,Registered,S89SS0020F,Not applicable
102 Yishun Avenue 5 #04-121 Singapore 760102,14/11/1988,Not applicable,Not applicable,Bethany Christian Fellowship,Religious,Registered,S88SS0045B,Not applicable
400 Orchard Road #07-01 Orchard Towers Singapore 238875,10/01/2003,Not applicable,Not applicable,Bethany Church (Singapore),Religious,Registered,T01SS0094J,www.bcs.org.sg
171 Tras Street #04-173A Union Building Singapore 079025,27/02/1992,Not applicable,Not applicable,Bethany Emmanuel Church,Religious,Registered,S89SS0030L,Not applicable
133 Fidelio Street Singapore 458518,28/02/1985,Not applicable,Not applicable,Bethany Evangelical Free Church,Religious,Registered,S60SS0023J,www.bethanyefc.org.sg
301 Upper Paya Lebar Road Singapore 534934,31/10/1988,Not applicable,Not applicable,Bethany Independent-Presbyterian Church,Religious,Registered,S86SS0049J,http://www.bethanyipc.sg
364A UPPER PAYA LEBAR ROAD Singapore 534965,08/03/1989,Not applicable,Not applicable,BETHANY PRESBYTERIAN CHURCH,Religious,Registered,T12SS0103L,http://www.bethanypc.org.sg/
364A UPPER PAYA LEBAR ROAD Singapore 534965,24/09/2013,Not applicable,Not applicable,BETHANY PRESBYTERIAN CHURCH ENGLISH CONGREGATION,Religious,Registered,T13SS0059D,Not applicable
19F CHARLTON LANE CHARLTON PARK Singapore 539643,28/05/1993,Not applicable,Not applicable,Bethany Trinity Presbyterian Church,Religious,Registered,S88SS0049H,http://www.btpc.sg
114 Aljunied Avenue 2 #03-75 Singapore 380114,27/08/1985,Not applicable,Not applicable,Bethel Assembly of God Church,Religious,Registered,S70SS0013G,http://www.bethel.org.sg/
114 Aljunied Ave 2 #03-75 Singapore 380114,09/09/2004,From 01/09/2016 To 28/02/2019,Live,Bethel Community Services,Social and Welfare,Registered,T04SS0113A,www.bethelcs.org.sg
12 JALAN LATEH Singapore 359110,16/12/1989,Not applicable,Not applicable,Bethel Presbyterian Church,Religious,Registered,T12SS0064B,www.bethelpres.org.sg
300 BEDOK NORTH AVENUE 3 BETHESDA BEDOK/TAMPINES CHURCH Singapore 469717,30/04/1986,Not applicable,Not applicable,BETHESDA (BEDOK-TAMPINES) CHURCH LTD,Religious,Registered,198402921M,Not applicable
4 LA SALLE STREET Singapore 456930,31/01/1985,Not applicable,Not applicable,BETHESDA (FRANKEL ESTATE) CHURCH LIMITED,Religious,Registered,197302391E,Not applicable
17 PENNEFATHER ROAD Singapore 424441,31/01/1985,Not applicable,Not applicable,BETHESDA (KATONG) CHURCH,Religious,Registered,195000088K,http://www.bethesdakatong.org
785 UPPER SERANGOON ROAD Singapore 534652,29/11/1986,Not applicable,Not applicable,BETHESDA (SERANGOON) CHURCH LT D,Religious,Registered,197902061E,Not applicable
300 Bedok North Avenue 3 Singapore 469717,19/04/1997,From 01/07/2017 To 31/03/2020,Live,Bethesda Care and Counselling Services Centre,Social and Welfare,Registered,S96SS0146D,www.bccsc.org
30 Chai Chee Street Singapore 468979,21/09/1993,Not applicable,Not applicable,Bethesda Cathedral,Religious,Registered,S92SS0099F,http://www.bc.org.sg/
27 LORONG MELAYU Singapore 416913,27/01/1984,Not applicable,Not applicable,BETHESDA CHAPEL LIMITED,Religious,Registered,197702882K,http://www.bethesdachapel.org
114 SERANGOON AVENUE 3 Singapore 556110,14/08/1985,Not applicable,Not applicable,BETHESDA CHURCH BUKIT ARANG LTD,Religious,Registered,198105013H,http://www.bcba.sg
300 Bedok North Avenue 3 Singapore 469717,14/09/1996,Not applicable,Not applicable,Bethesda Community,Religious,Registered,S93SS0122F,http://www.bethesda.org.sg/
247 HOUGANG AVENUE 3 #01-462 Singapore 530247,17/05/2002,From 01/03/2016 To 28/02/2018,Live,BETHESDA COMMUNITY ASSISTANCE AND RELATIONSHIP ENRICHMENT CENTRE,Social and Welfare,Registered,S96SS0198K,http://www.bcare.org.sg
300 BEDOK NORTH AVENUE 3 BETHESDA BEDOK/TAMPINES CHURCH Singapore 469717,03/12/1996,Not applicable,Not applicable,Bethesda Community Services Society,Social and Welfare,Registered,S95SS0026J,http://www.ncss.org.sg
601 Ang Mo Kio Avenue 4 Bethesda Hall (Ang Mo Kio) Singapore 569898,04/02/1987,Not applicable,Not applicable,Bethesda Hall (Ang Mo Kio),Religious,Registered,T05SS0003K,http://www.bethesdahall.com/bethesdahall/index.htm
11 PASIR RIS DRIVE 2 Singapore 518458,11/11/1989,Not applicable,Not applicable,BETHESDA PASIR-RIS MISSION CHURCH LTD,Religious,Registered,198804406R,Not applicable
1 DUNEARN CLOSE Singapore 299574,09/03/1988,Not applicable,Not applicable,Bethlehem Bible-Presbyterian Church,Religious,Registered,S86SS0050F,Not applicable
26 JALAN KLINIK #01-42/52 Singapore 160026,19/09/1988,From 01/07/2016 To 30/06/2019,Live,Beyond Social Services,Social and Welfare,Registered,S87SS0025J,http://www.beyond.org.sg
18 BOON LAY WAY #10-105 TRADEHUB 21 Singapore 609966,02/02/2009,Not applicable,Not applicable,BGR INTERNATIONAL,Others,Registered,200722544Z,http://www.bgri.org
19 KERBAU ROAD Singapore 219158,15/12/2000,From 29/12/2015 To 28/12/2017,Live,BHASKAR'S ARTS ACADEMY LTD,Arts and Heritage,Registered,199907527E,http://www.bhaskarsartsacademy.com
152 WEST COAST ROAD CLEMENTI BIBLE CENTRE Singapore 127370,04/09/1985,Not applicable,Not applicable,"BIBLE CHURCH, SINGAPORE, THE",Religious,Registered,S60SS0009H,http://www.biblechurch.sg/
25 Simei Street 4 #06-05 Tropical Spring Singapore 529874,31/03/1999,Not applicable,Not applicable,Bible Evangelism Church,Religious,Registered,S98SS0153J,Not applicable
7 Armenian Street #04-01 Bible House Singapore 179932,07/11/1985,Not applicable,Not applicable,"Bible Society of Singapore, The",Religious,Registered,S70SS0023A,www.bible.org.sg
271 Bukit Timah Road #03-04 Balmoral Plaza Singapore 259708,07/02/1995,Not applicable,Not applicable,Bible Study Fellowship (Singapore),Religious,Registered,S94SS0012D,http://www.bsfinternational.org/
156 Serangoon Garden Way Singapore 556055,03/12/1993,Not applicable,Not applicable,"Bible-Presbyterian Welfare Services, Singapore",Social and Welfare,Registered,S73SS0030L,Not applicable
50 KALLANG PUDDING ROAD #07-01 GOLDEN WHEEL INDUSTRIAL BUILDING Singapore 349326,17/08/1991,Not applicable,Not applicable,BIBLICAL GRADUATE SCHOOL OF THEOLOGY,Religious,Registered,S90SS0045J,http://www.bgst.edu.sg/
177 RIVER VALLEY ROAD #05-20 LIANG COURT SHOPPING CENTRE Singapore 179030,01/11/2008,From 01/11/2015 To 31/10/2018,Live,BINJAITREE,Others,Registered,200818724G,http://www.binjaitree.org
354 TANGLIN ROAD #01-16/17 TANGLIN INTERNATIONAL CENTRE Singapore 247672,05/09/2012,Not applicable,Not applicable,BIRDLIFE INTERNATIONAL (ASIA) LIMITED,Others,Registered,201130578K,http://www.birdlife.org
51 BISHAN ST 13 BISHAN COMMUNITY CLUB Singapore 579799,25/11/1992,From 01/04/2015 To 31/03/2018,Live,Bishan East-Thomson CCC Community Development and Welfare Fund,Community,Registered,S92CC0922L,http://www.pa.gov.sg
6 Bishan Street 13 Bishan House Singapore 579798,01/08/2007,From 01/07/2016 To 31/03/2019,Live,Bishan Home for the Intellectually Disabled,Social and Welfare,Registered,T07SS0102D,http://info.bishanhome.org.sg/
233 BISHAN ST 22 #01-126 BISHAN NORTH CONSTITUENCY OFFICE Singapore 570233,11/10/2005,From 12/11/2017 To 31/12/2020,Live,BISHAN NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T05CC1908D,http://www.pa.gov.sg
512 CHAI CHEE LANE #01-07/09 Singapore 469028,16/05/1995,From 01/10/2017 To 30/09/2020,Live,BIZLINK CENTRE SINGAPORE LTD,Social and Welfare,Registered,199500566R,http://www.bizlink.org.sg
248 JOO CHIAT ROAD BLC CENTRE Singapore 427503,30/04/2009,Not applicable,Not applicable,BLC COMMUNITY SERVICES LTD.,Social and Welfare,Registered,200813317G,Not applicable
242 Yio Chu Kang Road Yio Chu Kang Chapel Singapore 545671,01/12/2008,Not applicable,Not applicable,BLESS COMMUNITY SERVICES,Social and Welfare,Registered,T08SS0032L,http://www.bless.org.sg/
16 ARUMUGAM ROAD #04-02B LTC BUILDING D Singapore 409961,28/03/2015,From 01/05/2017 To 31/07/2019,Live,BLESSED GRACE SOCIAL SERVICES LIMITED,Social and Welfare,Registered,201407233M,www.bgss.org.sg
12 ALJUNIED ROAD #03-00 KH PLAZA @ ALJUNIED Singapore 389801,04/04/2016,Not applicable,Not applicable,BLOSSOM SEEDS LIMITED,Social and Welfare,Registered,201304904N,www.blossomseeds.sg
9 TOH YI DRIVE #01-321 Singapore 590009,25/11/2014,From 29/09/2017 To 28/09/2020,Live,Blossom World Society,Others,Registered,T08SS0161K,www.blossomworld.sg
106 PASIR PANJANG RD Singapore 118534,08/03/1985,Not applicable,Not applicable,BLUE CROSS CHARITABLE INSTITUTION,Social and Welfare,Registered,S61SS0049L,http://www.ncss.gov.sg
6 C/O FOURTH CHIN BEE ROAD Singapore 619708,20/09/1985,Not applicable,Not applicable,BO TIEN TEMPLE,Religious,Registered,S70SS0033F,http://www.botien.org.sg
6 Fourth Chin Bee Road Singapore 619708,15/09/1997,From 01/11/2017 To 30/04/2019,Live,Bo Tien Welfare Services Society,Social and Welfare,Registered,S97SS0091H,http://www.botien.org.sg
101 Cecil Street #13-07 Tong Eng Building Singapore 069533,28/02/2003,Not applicable,Not applicable,Bochasanwasi Shree Akshar Purushottam Swaminarayan Sanstha (Singapore),Religious,Registered,T01SS0187E,http://www.swaminarayan.org
15 LORONG 10 GEYLANG Singapore 399048,13/05/1985,Not applicable,Not applicable,"Bodhi Association, The",Religious,Registered,S82SS0046A,Not applicable
8 SINARAN DRIVE #03-02 OASIA HOTEL Singapore 307470,19/07/1993,From 01/01/2018 To 30/06/2018,Live,"BONE MARROW DONOR PROGRAMME, THE",Health,Registered,S93SS0141J,http://www.bmdp.org
10 BOON LAY PLACE Singapore 649882,03/12/1987,From 01/04/2015 To 31/03/2018,Live,BOON LAY CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S87CC0542B,Not applicable
428A RACE COURSE ROAD Singapore 218674,08/10/2015,Not applicable,Not applicable,BOP HUB LTD.,Others,Registered,201334143M,bophub.org
10 CHANGI SOUTH LANE #07-01 OSSIA BUILDING Singapore 486162,12/10/2015,Not applicable,Not applicable,BORDER MISSION LIMITED,Others,Registered,201437049R,Not applicable
248 Joo Chiat Road #01-01 BLC Centre Singapore 427503,25/06/1985,Not applicable,Not applicable,Boscombe Life Church,Religious,Registered,S78SS0038D,http://www.boscombelife.org.sg
3 STADIUM DRIVE #01-34 Singapore 397630,07/06/2011,From 01/07/2015 To 30/06/2018,Live,Bowling Association for the Disabled (Singapore),Sports,Registered,T10SS0077G,http://www.bads.org.sg
1A WOODLEIGH PARK Singapore 357874,19/01/2011,Not applicable,Not applicable,BOWLS SINGAPORE,Sports,Registered,S97SS0166H,http://bowlssingapore.org.sg
105 Ganges Avenue BB Campus Singapore 169695,29/06/1984,From 30/08/2017 To 29/08/2019,Live,Boys' Brigade in Singapore,Education,Registered,S62SS0041D,http://www.bb.org.sg
624 UPPER BUKIT TIMAH ROAD Singapore 678212,03/02/2016,From 15/02/2016 To 14/02/2018,Live,BOYS' TOWN,Social and Welfare,Registered,201534576H,www.boystown.org.sg
624 Upper Bukit Timah Road Singapore 678212,12/10/1984,Not applicable,Not applicable,"BOYS' TOWN, SINGAPORE",Social and Welfare,Registered,S84CC0095A,http://www.boystown.org.sg
50 SERANGOON AVE 2 Singapore 556129,18/03/1991,From 01/04/2015 To 31/03/2018,Live,BRADDELL HEIGHTS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S91CC0795C,Not applicable
71 IRRAWADDY ROAD #03-09 Singapore 329562,05/03/2012,From 01/08/2017 To 30/04/2020,Live,BRAHM CENTRE LTD.,Social and Welfare,Registered,200200167M,http://www.brahmcentre.com
80 ROBINSON ROAD #02-00 Singapore 068898,18/09/1984,Not applicable,Not applicable,BRASH TRUST,Religious,Registered,S84CC0074F,Not applicable
161 Ang Mo Kio Avenue 4 #01-502 Singapore 560161,14/10/1999,Not applicable,Not applicable,Bread of Life (Singapore),Religious,Registered,S98SS0016H,Not applicable
303 Shunfu Road #03-57 Singapore 570303,12/01/1984,From 01/07/2015 To 30/06/2018,Live,Breadline Group,Social and Welfare,Registered,S75SS0039G,http://www.breadlinegroup.org
6 EU TONG SEN STREET #10-15 THE CENTRAL Singapore 059817,10/10/1985,From 01/08/2017 To 31/07/2020,Live,BREAKTHROUGH MISSIONS LTD,Social and Welfare,Registered,198305430G,http://www.breakthroughmissions.org.sg
5 STADIUM WALK #04-03 LEISURE PARK KALLANG Singapore 397693,22/10/1997,From 16/02/2016 To 15/02/2018,Live,BREAST CANCER FOUNDATION,Health,Registered,S97SS0137L,http://www.bcf.org.sg
96 Waterloo Street #02-04 SCWO Centre Singapore 187967,02/09/1992,Not applicable,Not applicable,Breastfeeding Mothers' Support Group (Singapore),Health,Registered,S91SS0021J,http://www.breastfeeding.org.sg
100 PUNGGOL FIELD BRIGHT HILL EVERGREEN HOME Singapore 828811,02/04/1987,From 01/12/2017 To 30/11/2020,Live,BRIGHT HILL EVERGREEN HOME,Health,Registered,S82SS0008F,http://www.bheh.org
229 MOUNTBATTEN ROAD #02-08 MOUNTBATTEN SQUARE Singapore 398007,18/11/2008,From 01/10/2017 To 30/09/2019,Live,BRIGHT HORIZONS FUND,Social and Welfare,Registered,200818009N,Not applicable
5 LORONG NAPIRI Singapore 547530,06/11/2001,From 23/08/2015 To 22/08/2018,Live,BRIGHT VISION HOSPITAL,Health,Registered,200105451R,http://www.bvh.org.sg
1 UBI CRESCENT #03-03 NUMBER ONE BUILDING Singapore 408563,19/12/2001,Not applicable,Not applicable,BRIGHTON COMMUNITY CHURCH,Religious,Registered,S99SS0097E,http://www.brighton.org.sg
1 UBI CRESCENT #03-03 NUMBER ONE BUILDING Singapore 408563,02/10/2014,From 05/05/2017 To 04/05/2018,Live,Brighton Connection,Social and Welfare,Registered,T05SS0234C,Not applicable
"30 NAPIER ROAD BRITISH COUNCIL, THE Singapore 258509",10/11/1990,Not applicable,Not applicable,BRITISH COUNCIL (SINGAPORE) LIMITED,Education,Registered,201202363R,http://www.britishcouncil.org/singapore.htm
567A Balestier Road Singapore 329884,09/02/1991,Not applicable,Not applicable,Buddha Dhamma Mandala Society,Religious,Registered,S87SS0016L,www.bdms.org.sg
11 LORONG 25 GEYLANG Singapore 388293,27/07/1999,Not applicable,Not applicable,Buddha of Medicine Welfare Society,Religious,Registered,S95SS0132K,http://www.bmws.org.sg/lishihui.php
288 South Bridge Road Buddha Tooth Relic Temple & Museum Singapore 058840,08/01/2004,Not applicable,Not applicable,Buddha Tooth Relic Temple (Singapore),Religious,Registered,T03SS0035G,http://www.btrts.org.sg/index.shtml
9 ELIAS ROAD Singapore 519937,26/01/1994,From 01/03/2017 To 28/02/2019,Live,Buddhist Compassion Relief Tzu-Chi Foundation (Singapore),Social and Welfare,Registered,S93SS0148C,http://www.tzuchi.org.sg
1 Chartwell Drive Singapore 558707,20/03/2000,Not applicable,Not applicable,Buddhist Enlightenment Haven,Religious,Registered,S92SS0077D,Not applicable
3 Jalan Angin Laut Singapore 489176,27/11/2007,Not applicable,Not applicable,"Buddhist Fo Yuan Lin Monastery, The",Religious,Registered,T06SS0001A,Not applicable
19B Lorong Bachok Singapore 387788,20/06/2008,Not applicable,Not applicable,Buddhist Life Mission,Religious,Registered,T06SS0275B,Not applicable
2 & 4 Lorong 24A Geylang Singapore 398526,25/03/1985,Not applicable,Not applicable,Buddhist Research Society,Religious,Registered,S81SS0026H,http://www.buddhlib.org.sg
9 ELIAS ROAD Singapore 519937,14/11/2016,Not applicable,Not applicable,BUDDHIST TZU CHI MERIT ORGANIZATION (SINGAPORE) LTD.,Religious,Registered,201611166R,Not applicable
28 Jalan Senyum Singapore 418152,27/09/1984,Not applicable,Not applicable,"Buddhist Union, The",Religious,Registered,S61SS0023C,Not applicable
100 Jalan Sultan #09-10 Sultan Plaza Singapore 199001,29/02/1996,Not applicable,Not applicable,Budhi Meditation Buddhist Association,Religious,Registered,S92SS0034G,www.budhimba.org
63 LORONG 4 GEYLANG BUDI CENTRE Singapore 399300,04/08/2000,Not applicable,Not applicable,Budi Centre,Religious,Registered,S99SS0047B,Not applicable
180 JOO CHIAT ROAD #02-01 Singapore 427451,23/10/2013,Not applicable,Not applicable,BUDS THEATRE,Arts and Heritage,Registered,T11SS0182F,http://www.budstheatre.com
NO.21 BUKIT BATOK CENTRAL BUKIT BATOK COMMUNITY CLUB Singapore 659959,26/06/1987,From 01/04/2015 To 31/03/2018,Live,BUKIT BATOK CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S87CC0463F,http://www.pa.gov.sg
23 BUKIT BATOK EAST AVE 4 Singapore 659841,31/08/2002,From 01/04/2017 To 31/03/2020,Live,BUKIT BATOK EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T02CC1597H,http://www.pa.gov.sg
21 BUKIT BATOK STREET 11 Singapore 659673,28/03/2013,Not applicable,Not applicable,BUKIT BATOK PRESBYTERIAN CHURCH,Religious,Registered,T12SS0242D,http://www.bbpc.org.sg
