address,date_of_reg,ipc_period,ipc_status,name,primary_sector,status,uen,website
9 RAFFLES PLACE #51-01 REPUBLIC PLAZA Singapore 048619,29/07/2004,From 01/08/2017 To 31/07/2019,Live,STRATEGIC STUDIES FUND,Others,Registered,T04CC1798G,http://www.iiss.org/about-us/offices/iiss-asia-singapore/strategic-studies-fund/
1 MARINA BOULEVARD #28-00 ONE MARINA BOULEVARD Singapore 018989,11/03/2015,From 15/06/2017 To 14/06/2019,Live,STROKE SUPPORT STATION LTD.,Health,Registered,201503222G,www.s3.org.sg
365 CLEMENTI AVENUE 2 #01-503 CLEMENTI SPRING Singapore 120365,08/08/2002,From 01/07/2017 To 30/06/2019,Live,STUDENT ADVISORY CENTRE,Social and Welfare,Registered,200201465K,http://www.wishingwell.org.sg/
213 CHOA CHU KANG CENTRAL #01-110 Singapore 680213,25/06/1993,From 01/04/2016 To 31/03/2019,Live,SUN-DAC,Social and Welfare,Registered,S93SS0060K,www.sundac.org
70 BUANGKOK VIEW Singapore 534190,20/09/1993,From 22/11/2016 To 21/11/2018,Live,SUNLOVE ABODE FOR INTELLECTUALLY-INFIRMED LTD,Health,Registered,199202859C,http://www.sunlovehome.org.sg
5 Sembawang Walk Singapore 757717,12/07/1989,From 01/11/2017 To 31/10/2020,Live,Sunshine Welfare Action Mission (SWAMI),Health,Registered,S88SS0104K,http://www.swami.org.sg
90 Goodman Road #01-01 Goodman Arts Centre Blk A Singapore 439053,,From 01/08/2017 To 31/07/2020,Live,SUPPORT FOR THE ARTS FUND,Arts and Heritage,Exempt,T08CC3019F,http://www.nac.gov.sg
1 RAFFLES LINK #03-01 ONE RAFFLES LINK Singapore 039393,04/04/2011,From 06/04/2015 To 05/04/2018,Live,SymAsia Singapore Fund,Others,Registered,T11CC0001F,www.symasia.com
90 GOODMAN ROAD #01-51 GOODMAN ARTS CENTRE Singapore 439053,12/01/2011,From 04/01/2017 To 03/01/2020,Live,T.H.E DANCE COMPANY LTD.,Arts and Heritage,Registered,200818017E,http://www.the-dancecompany.com
845 Geylang Road #04-10 Tanjong Katong Complex Singapore 400845,30/06/2006,From 01/11/2016 To 30/04/2019,Live,TABUNG AMAL AIDILFITRI TRUST FUND,Social and Welfare,Registered,T06CC1974E,http://www.taa.org.sg
10 Jalan Ampas Singapore 329510,21/08/1984,From 24/08/2017 To 20/02/2019,Live,Tai Pei Old People's Home,Health,Registered,S80SS0149C,http://www.dabei.org.sg
1 YUNG SHENG ROAD TAMAN JURONG COMMUNITY CLUB Singapore 618495,24/09/1987,From 01/04/2013 To 31/03/2018,Live,TAMAN JURONG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S87CC0501H,http://www.pa.gov.sg
120 Tampines Street 11 #02-294 Singapore 521120,01/06/2000,From 01/10/2017 To 31/03/2018,Live,Tampines Arts Troupe,Arts and Heritage,Registered,S91SS0060L,http://www.nac.gov.sg
866A TAMPINES STREET 83 #02-01 Singapore 521866,13/07/2004,From 01/04/2015 To 31/03/2018,Live,TAMPINES CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T04CC1795H,Not applicable
13 TAMPINES ST 11 #01-01 TAMPINES CHANGKAT CC Singapore 529453,25/08/1992,From 01/04/2015 To 31/03/2018,Live,TAMPINES CHANGKAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S92CC0892L,Not applicable
10 TAMPINES ST 23 Tampines East Community Club Singapore 529341,28/12/1989,From 01/04/2015 To 31/03/2018,Live,TAMPINES EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S89CC0709A,http://www.pa.gov.sg
2 TAMPINES STREET 41 #01-01 Singapore 529204,04/11/2004,From 01/04/2015 To 31/03/2018,Live,TAMPINES NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T04CC1832C,Not applicable
5 TAMPINES AVENUE 3 #1-2 Singapore 529705,26/09/1992,From 01/04/2015 To 31/03/2018,Live,TAMPINES WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S92CC0903H,Not applicable
43 BUKIT PASOH ROAD #01-00 Singapore 089856,23/07/1985,From 15/09/2016 To 14/03/2018,Live,TAN KAH KEE FOUNDATION,Education,Registered,198200465N,tkkfoundation.org.sg
101 CANTONMENT ROAD #01-01 TANJONG PAGR COMMUNITY CLUB Singapore 089774,19/08/1986,From 09/11/2015 To 08/11/2018,Live,TANJONG PAGAR-TIONG BAHRU CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S86CC0364F,Not applicable
80 RAFFLES PLACE #50-01 UOB PLAZA Singapore 048624,07/06/2002,From 27/09/2017 To 26/09/2019,Live,TANOTO FOUNDATION,Others,Registered,200102735H,Not applicable
1 YUNG SHENG ROAD #03-06 JURONG TOWN COMMUNITY CLUB Singapore 618495,27/08/2015,From 20/09/2017 To 19/06/2018,Live,TASEK JURONG LIMITED,Social and Welfare,Registered,201437089G,Not applicable
861 ANG MO KIO AVE 10 Singapore 569734,01/06/2005,From 23/09/2017 To 30/09/2020,Live,TECK GHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T05CC1885K,Not applicable
861 ANG MO KIO AVENUE 10 TECK GHEE COMMUNITY CENTRE Singapore 569734,07/02/2014,From 07/02/2016 To 06/02/2019,Live,"Teck Ghee Community Development, Welfare And Building Fund",Community,Registered,T14CC0001K,Not applicable
735 OLD CHOA CHU KANG ROAD TEEN CHALLENGE CENTRE Singapore 699798,01/04/1989,From 01/03/2017 To 28/02/2019,Live,Teen Challenge (Singapore),Social and Welfare,Registered,S87SS0001D,http://www.teenchallenge.org.sg
450 TELOK BLANGAH ST 31 Singapore 108943,09/12/1985,From 01/04/2015 To 31/03/2018,Live,TELOK BLANGAH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S85CC0267J,http://www.pa.gov.sg
60B ORCHARD ROAD #06-18 THE ATRIUM @ ORCHARD Singapore 238891,20/06/2009,From 01/07/2016 To 31/03/2019,Live,TEMASEK FOUNDATION CARES CLG LIMITED,Social and Welfare,Registered,200909154Z,http://www.temasekfoundation-cares.org.sg
60B ORCHARD ROAD #06-18 THE ATRIUM @ ORCHARD Singapore 238891,27/03/2017,From 06/07/2017 To 05/07/2019,Live,TEMASEK FOUNDATION INNOVATES CLG LIMITED,Others,Registered,201503610K,Not applicable
60B ORCHARD ROAD #06-18 THE ATRIUM @ ORCHARD Singapore 238891,26/05/2011,From 27/06/2016 To 26/06/2019,Live,TEMASEK FOUNDATION NURTURES CLG LIMITED,Others,Registered,201108956W,Not applicable
60B ORCHARD ROAD #06-18 THE ATRIUM @ ORCHARD Singapore 238891,12/05/2015,From 29/06/2017 To 28/06/2020,Live,TEMASEK LIFE SCIENCES LABORATORY LIMITED,Others,Registered,200201200K,www.tll.org.sg
21 TAMPINES AVENUE 1 TEMASEK POLYTECHNIC Singapore 529757,,From 01/04/2016 To 31/03/2019,Live,TEMASEK POLYTECHNIC GENERAL EDUCATION FUND,Education,Exempt,T08CC3020C,http://www.tp.edu.sg
28 TEMENGGONG ROAD Singapore 098775,21/04/2010,From 12/08/2016 To 11/08/2018,Live,TEMENGGONG ARTISTS-IN-RESIDENCE LTD.,Arts and Heritage,Registered,200916397C,Not applicable
1034 Upper Serangoon Road Singapore 534797,22/01/2002,From 01/01/2017 To 31/12/2017,Live,"Tent, The",Social and Welfare,Registered,T01SS0154B,http://www.thetent.org.sg
20 HAVELOCK ROAD #01-01 CENTRAL SQUARE Singapore 059765,30/09/2004,From 01/08/2015 To 31/07/2018,Live,TFA LALITA KALA COMPANY,Arts and Heritage,Registered,200410925C,http://www.templeoffinearts.org/sg
126 CAIRNHILL ROAD #01-07/09 CAIRNHILL ART CENTRE Singapore 229707,12/02/1999,From 06/10/2017 To 05/10/2019,Live,THE ARTS FISSION COMPANY LTD,Arts and Heritage,Registered,199403833N,http://www.artsfission.org
80 RAFFLES PLACE #25-01 UOB PLAZA Singapore 048624,17/07/1995,From 01/10/2017 To 30/09/2019,Live,THE CHINESE OPERA INSTITUTE,Arts and Heritage,Registered,199504600N,http://www.coi.org.sg
6 EU TONG SEN STREET #04-88 THE CENTRAL Singapore 059817,22/09/2008,From 22/09/2016 To 21/09/2018,Live,THE COMMUNITY FOUNDATION OF SINGAPORE,Others,Registered,200817758M,http://www.cf.org.sg
1 HAVELOCK SQUARE #01-00 STATE COURTS Singapore 059724,21/01/2013,From 25/01/2018 To 24/01/2021,Live,THE COMMUNITY JUSTICE CENTRE LIMITED,Others,Registered,201231446R,www.cjc.org.sg
1 ESPLANADE DRIVE ESPLANADE - THEATRES ON THE BAY Singapore 038981,03/08/1995,From 01/04/2017 To 31/03/2020,Live,THE ESPLANADE CO LTD,Arts and Heritage,Registered,199205206G,http://www.esplanade.com
126 CAIRNHILL ROAD #03-01/02 ONE-TWO-SIX CAIRNHILL ARTS CENTRE Singapore 229707,14/04/2005,From 01/07/2017 To 30/06/2019,Live,THE FINGER PLAYERS LTD,Arts and Heritage,Registered,199905145W,http://www.fingerplayers.com
39 KEPPEL ROAD #01-02/04 TANJONG PAGAR DISTRIPARK Singapore 089065,10/08/2012,From 31/07/2017 To 30/07/2018,Live,THE FOOD BANK SINGAPORE LTD.,Social and Welfare,Registered,201200654E,http://www.foodbank.sg
10 MARINA BOULEVARD #13-01/02 MARINA BAY FINANCIAL CENTRE Singapore 018983,13/06/2014,From 13/06/2016 To 12/06/2019,Live,The Friends of The University of Warwick in Singapore,Education,Registered,T14CC0003B,Not applicable
5 SENNETT ROAD SP HOKKIEN HUAYKUAN CULTRL ACDMY Singapore 466781,21/08/1984,From 01/06/2017 To 31/05/2020,Live,THE HOKKIEN FOUNDATION,Others,Registered,197701426D,http://www.thehokkienfoundation.com.sg
8 MARINA BOULEVARD #05-02 MARINA BAY FINANCIAL CENTRE Singapore 018981,31/07/2009,From 01/12/2016 To 30/11/2018,Live,THE IRELAND FUNDS (SINGAPORE),Others,Registered,200910045N,http://www.theirelandfunds.org/singapore
39 SOUTH BRIDGE ROAD Singapore 058673,08/10/2007,From 01/04/2016 To 31/03/2019,Live,"THE LAW SOCIETY OF SINGAPORE PRO BONO, LEARNING AND SUPPORT SERVICES",Others,Registered,T07CC2064L,http://probono.lawsociety.org.sg/
100 VICTORIA STREET #14-01 Singapore 188064,26/11/2003,From 01/09/2016 To 31/08/2019,Live,THE LIBRARY FUND,Arts and Heritage,Registered,T03CC1744D,http://www.nlb.gov.sg
85 SULTAN GATE Singapore 198501,07/09/1999,From 29/05/2017 To 28/05/2020,Live,THE MALAY HERITAGE FOUNDATION LTD,Arts and Heritage,Registered,199904358R,http://www.warisansg.com
80 ROBINSON ROAD #02-00 Singapore 068898,24/01/2002,From 01/01/2016 To 31/12/2018,Live,THE NATIONAL KIDNEY FOUNDATION,Health,Registered,200104750M,http://www.nkfs.org/
278 MARINE PARADE ROAD #B1-02 MARINE PARADE COMMUNITY CENTRE Singapore 449282,06/05/1995,From 01/10/2017 To 30/09/2018,Live,THE NECESSARY STAGE LTD,Arts and Heritage,Registered,199202435N,http://www.necessary.org
51 WATERLOO STREET #02-06 Singapore 187969,30/11/2010,From 03/05/2016 To 02/05/2018,Live,THE PRIVATE MUSEUM LTD.,Arts and Heritage,Registered,201005410R,http://www.theprivatemuseum.org
5 ANG MO KIO AVENUE 10 PATHLIGHT SCHOOL Singapore 569739,31/10/2016,From 01/11/2016 To 31/10/2018,Live,THE PURPLE PARADE LTD.,Social and Welfare,Registered,201616367W,www.purpleparade.sg
20 UPPER CIRCULAR ROAD #02-01 THE RIVERWALK Singapore 058416,15/06/2012,From 03/05/2017 To 02/05/2018,Live,THE RED PENCIL (SINGAPORE),Social and Welfare,Registered,201113675E,http://www.redpencil.org
181 ORCHARD ROAD #10-01 ORCHARD CENTRAL Singapore 238896,24/04/2014,From 23/04/2016 To 22/04/2018,Live,THE RICE COMPANY LIMITED,Arts and Heritage,Registered,201408699H,http://therice.sg/
72 SENG POH ROAD #01-59 TIONG BAHRU ESTATE Singapore 160072,23/03/2017,From 24/08/2017 To 30/11/2018,Live,THE SELECT CENTRE LTD.,Arts and Heritage,Registered,201527668D,www.selectcentre.org
159 SERANGOON GARDEN WAY SINGAPORE CHESHIRE HOME Singapore 556056,25/11/1983,From 01/11/2017 To 31/10/2019,Live,THE SINGAPORE CHESHIRE HOME,Social and Welfare,Registered,195700160W,http://www.cheshirehome.org.sg
90 GOODMAN ROAD #01-07 GOODMAN ARTS CENTRE Singapore 439053,15/12/1999,From 02/10/2017 To 01/10/2020,Live,THE SINGAPORE LYRIC OPERA LIMITED,Arts and Heritage,Registered,199002445Z,http://www.singaporeopera.com.sg
10 MARINA BOULEVARD #13-01/02 MARINA BAY FINANCIAL CENTRE Singapore 018983,09/06/2014,From 09/06/2016 To 08/06/2019,Live,The Stephen A. Schwarzman Scholars Trust,Education,Registered,T14CC0002F,http://schwarzmanscholars.org/
1000 Toa Payoh North News Centre Singapore 318994,14/11/2011,From 01/02/2017 To 31/01/2020,Live,The Straits Times School Pocket Money Fund,Social and Welfare,Registered,T11CC0007D,http://www.spmf.org.sg
45 ARMENIAN STREET Singapore 179936,05/12/1995,From 01/01/2017 To 31/12/2018,Live,THE SUBSTATION LTD,Arts and Heritage,Registered,199506857R,http://www.substation.org
1 SELEGIE ROAD #05-01/02 POMO Singapore 188306,09/09/2015,From 01/12/2017 To 30/11/2018,Live,THE TENG ENSEMBLE LTD.,Arts and Heritage,Registered,201502077Z,http://thetengcompany.com/
54 WATERLOO STREET Singapore 187953,27/11/1990,From 01/10/2015 To 30/09/2018,Live,THE THEATRE PRACTICE LTD.,Arts and Heritage,Registered,198801755D,http://www.practice.org.sg/
45 GREENRIDGE CRESCENT GREENRIDGE Singapore 598933,17/11/2005,From 11/12/2017 To 10/12/2018,Live,THE WAN BOO SOW CHARITY FUND LIMITED,Social and Welfare,Registered,200509963D,http://www.wanboosow.org.sg
72-13 MOHAMED SULTAN ROAD Singapore 239007,03/07/1991,From 01/01/2017 To 31/12/2018,Live,THEATREWORKS (SINGAPORE) LTD.,Arts and Heritage,Registered,199001149D,http://www.theatreworks.org.sg
50 CHIN SWEE ROAD #01-02 THONG CHAI BUILDING Singapore 169874,05/01/2004,From 18/04/2017 To 17/04/2018,Live,THONG CHAI INSTITUTE OF MEDICAL RESEARCH,Health,Registered,200311661W,http://www.tcimr.org.sg
14 Lorong 29 Geylang Road Singapore 388068,07/06/2001,From 05/06/2017 To 04/12/2018,Live,Thong Kheng Welfare Services Society,Social and Welfare,Registered,T01SS0095E,http://www.thongkheng.org.sg
91 Geylang East Avenue 2 Singapore 389759,27/09/2000,From 29/05/2017 To 28/05/2019,Live,Thong Teck Home For Senior Citizens,Health,Registered,T00SS0072B,http://www.thongteckhome.org
1 NORTH BRIDGE ROAD #03-33 HIGH STREET CENTRE Singapore 179094,08/11/2011,From 01/12/2016 To 31/05/2019,Live,THYE HUA KWAN MORAL CHARITIES LIMITED,Social and Welfare,Registered,201130733N,www.thkmc.org.sg
1 NORTH BRIDGE ROAD #03-33 HIGH STREET CENTRE Singapore 179094,29/12/2014,From 29/06/2016 To 28/06/2018,Live,THYE HUA KWAN NURSING HOME LIMITED,Health,Registered,201323219Z,www.thknh.org.sg
93 TOA PAYOH CENTRAL #01-01 Singapore 319194,10/07/2007,From 01/09/2017 To 30/09/2020,Live,TOA PAYOH CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T07CC2029D,Not applicable
160 LORONG 6 TOA PAYOH TOA PAYOH EAST CC Singapore 319380,13/11/2003,From 10/08/2017 To 30/09/2020,Live,Toa Payoh East-Novena CCC Community Development and Welfare Fund,Community,Registered,T03CC1736B,Not applicable
200 LORONG 2 TOA PAYOH TOA PAYOH WEST COMMUNITY CLUB Singapore 319642,04/09/2007,From 20/12/2017 To 31/12/2020,Live,Toa Payoh West-Balestier CCC Community Development and Welfare Fund,Community,Registered,T07CC2047L,Not applicable
162 BUKIT MERAH CENTRAL #05-3545 Singapore 150162,04/03/2002,From 01/10/2015 To 30/09/2018,Live,TOUCH COMMUNITY SERVICES LIMITED,Social and Welfare,Registered,200104673R,http://www.tcs.org.sg
401 COMMONWEALTH DRIVE #01-04 HAW PAR TECHNO CENTRE Singapore 149598,19/11/2002,From 15/10/2016 To 14/10/2019,Live,TRAILBLAZER FOUNDATION LTD.,Others,Registered,200208130H,http://www.trailblazerfoundation.org.sg
411 Bedok North Avenue 2 #01-106 Singapore 460411,17/04/1991,From 01/12/2015 To 31/01/2019,Live,Trans Family Services,Social and Welfare,Registered,S88SS0005D,http://www.transfamilyservices.org.sg
3 STADIUM DRIVE #01-33 Singapore 397630,01/06/2011,From 08/04/2017 To 07/04/2019,Live,TRIATHLON ASSOCIATION OF SINGAPORE,Sports,Registered,S92SS0052C,http://www.triathlonsingapore.org
479 TAMPINES STREET 44 #01-241 Singapore 520479,24/01/1996,From 01/09/2017 To 31/08/2019,Live,TRYBE LIMITED,Social and Welfare,Registered,199507763G,http://www.trybe.org
298 TIONG BAHRU ROAD #15-01 CENTRAL PLAZA Singapore 168730,15/06/1995,From 14/09/2015 To 13/09/2018,Live,TSAO FOUNDATION,Health,Registered,199302114W,http://www.tsaofoundation.org
11 JALAN TAN TOCK SENG TAN TOCK SENG HOSPITAL Singapore 308433,16/05/2014,From 20/07/2016 To 19/07/2018,Live,TTSH COMMUNITY FUND,Health,Registered,201400920N,Not applicable
341 JAMAICA ROAD Singapore 757615,27/07/1992,From 01/04/2017 To 30/09/2019,Live,"Turning Point, The",Social and Welfare,Registered,S91SS0058G,www.tturningp.com
170 GHIM MOH ROAD #01-01 ULU PANDAN COMMUNITY BUILDING Singapore 279621,25/03/1986,From 01/04/2015 To 31/03/2018,Live,ULU PANDAN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S86CC0308D,http://www.pa.gov.sg
133 BEDOK NORTH AVENUE 3 #01-138 Singapore 460133,05/09/1995,From 01/02/2018 To 31/07/2019,Live,VERY SPECIAL ARTS SINGAPORE LTD,Social and Welfare,Registered,199500567G,http://www.vsa.org.sg
72 SHREWSBURY ROAD Singapore 307837,03/07/2001,From 01/10/2017 To 30/09/2020,Live,Viriya Community Services,Social and Welfare,Registered,T01SS0059B,http://www.viriya.org.sg
3 STADIUM DRIVE Singapore 397630,09/09/2014,From 09/09/2016 To 08/09/2018,Live,Vision 2030 Fund,Sports,Registered,T14CC0007H,Not applicable
"8 SINARAN DRIVE #03-01 OASIA HOTEL NOVENA, SINGAPORE Singapore 307470",25/04/2006,From 15/05/2016 To 14/05/2018,Live,VIVA FOUNDATION FOR CHILDREN WITH CANCER,Health,Registered,200601578E,http://www.viva.sg
3 STADIUM DRIVE Singapore 397630,31/12/2010,From 01/02/2015 To 31/01/2018,Live,Volleyball Association of Singapore,Sports,Registered,S61SS0181K,http://www.vas.org.sg
6 HUA GUAN AVENUE Singapore 589090,27/05/2000,From 01/12/2017 To 30/11/2019,Live,Waterways Watch Society,Others,Registered,S99SS0038D,http://www.wws.org.sg
4 SHENTON WAY #17-01 SGX CENTRE II Singapore 068807,22/06/2005,From 01/10/2015 To 30/09/2018,Live,WE CARE COMMUNITY SERVICES LIMITED,Social and Welfare,Registered,200506089N,http://www.wecare.org.sg
2 CLEMENTI WEST ST 2 WEST COAST COMMUNITY CENTRE Singapore 129605,29/01/1999,From 01/04/2017 To 31/03/2020,Live,WEST COAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S99CC1352G,http://www.pa.gov.sg
300 WHAMPOA DRIVE WHAMPOA COMMUNITY CLUB Singapore 327737,15/06/1992,From 01/11/2015 To 31/10/2018,Live,WHAMPOA CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S92CC0879F,Not applicable
46 EAST COAST ROAD #06-03 EASTGATE Singapore 428766,11/04/2017,From 14/08/2017 To 13/08/2018,Live,WHEELCHAIR RUGBY LIMITED,Sports,Registered,201602682H,Not applicable
9 BISHAN PLACE #08-01 JUNCTION 8 OFFICE TOWER Singapore 579837,06/03/2000,From 25/01/2018 To 24/04/2019,Live,WICARE SUPPORT GROUP,Social and Welfare,Registered,S98SS0084G,http://www.wicare.org.sg
65 KERBAU ROAD Singapore 219188,01/07/2002,From 01/12/2017 To 30/11/2020,Live,WILD RICE LTD,Arts and Heritage,Registered,200100891D,http://www.wildrice.com.sg
80 MANDAI LAKE ROAD SINGAPORE ZOOLOGICAL GARDENS Singapore 729826,05/06/2009,From 01/10/2016 To 30/09/2018,Live,WILDLIFE RESERVES SINGAPORE CONSERVATION FUND,Others,Registered,200823204E,http://www.wrscf.org.sg
179 Bartley Road #0-0 Ramakrishna Mission Singapore 539784,19/09/2008,From 01/04/2017 To 30/09/2019,Live,WINGS Counselling Centre,Social and Welfare,Registered,T08CC2118K,http://wingscounselling.org.sg
217 UPPER BUKIT TIMAH ROAD WOH HUP BUILDING Singapore 588185,09/11/2011,From 01/12/2015 To 30/11/2018,Live,WOH HUP TRUST,Social and Welfare,Registered,201129946W,Not applicable
10 BUANGKOK VIEW BUANGKOK GREEN MEDICAL PARK Singapore 539747,16/02/2001,From 28/02/2016 To 27/02/2018,Live,WOODBRIDGE HOSPITAL CHARITY FUND,Health,Registered,T01CC1489K,www.imh.com.sg
353 Woodlands Avenue 1 #01-753 Singapore 730353,12/09/2011,From 13/01/2014 To 12/01/2019,Live,Woodgrove CCC CDWF,Community,Registered,T11CC0004E,Not applicable
1 Woodlands Street 83 Singapore 738488,17/04/2002,From 01/09/2015 To 31/05/2018,Live,Woodlands Social Centre,Social and Welfare,Registered,S99SS0135G,http://www.wsc.org.sg
4 FOURTH CHIN BEE ROAD #01-03 JURONG OUTDOOR FUTSAL CENTRE Singapore 619698,22/12/2009,From 01/02/2016 To 31/01/2019,Live,WRESTLING FEDERATION OF SINGAPORE,Sports,Registered,T08SS0214H,http://www.singaporewrestling.com
354 TANGLIN ROAD #17-01 TANGLIN INTERNATIONAL CENTRE Singapore 247672,07/12/2006,From 31/12/2017 To 30/06/2019,Live,WWFS CONSERVATION FUND,Others,Registered,T06CC1999F,http://www.wwf.sg
1999 LORONG 8 TOA PAYOH #01-02 TOA PAYOH SOUTH COMMUNITY CLUB Singapore 319258,13/02/2006,From 01/10/2017 To 31/03/2020,Live,Xin Yuan Community Care,Social and Welfare,Registered,T05SS0150E,http://xinyuan.org.sg
51 KEE SUN AVENUE WISMA MENDAKI Singapore 457056,16/11/1989,From 28/06/2014 To 27/06/2019,Live,YAYASAN MENDAKI,Others,Registered,198902633C,http://www.mendaki.org.sg
407 UPPER CHANGI ROAD NORTH PRISON HQ Singapore 507658,09/09/2004,From 01/11/2017 To 30/04/2020,Live,YELLOW RIBBON FUND (YRF),Social and Welfare,Registered,T04CC1808H,http://www.yellowribbon.org.sg
20 CHOA CHU KANG ST 52 #1-01 YEW TEE CONSTITUENCY OFFICE Singapore 689286,25/03/1997,From 01/04/2013 To 31/03/2018,Live,YEW TEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S97CC1249F,http://www.pa.gov.sg
50 ANG MO KIO ST 61 Singapore 569163,24/06/1987,From 01/04/2015 To 31/03/2018,Live,YIO CHU KANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S87CC0460G,http://www.pa.gov.sg
335A Smith Street #03-57 Singapore 051335,21/10/1997,From 01/07/2016 To 30/06/2019,Live,Yong-en Care Centre,Social and Welfare,Registered,S96SS0165G,http://www.yong-en.org.sg
1 ORCHARD ROAD YMCA Singapore 238824,26/11/1985,From 01/10/2016 To 31/12/2018,Live,Young Men's Christian Association of Singapore,Social and Welfare,Registered,S61SS0045E,www.ymca.org.sg
9 TEMASEK BOULEVARD #41-01 SUNTEC TOWER TWO Singapore 038989,16/03/1999,From 25/11/2016 To 24/11/2018,Live,YOUNG PEOPLE'S PERFORMING ARTS ENSEMBLE LTD,Arts and Heritage,Registered,199900287D,http://www.yppae.org
254 Outram Road Singapore 169051,29/10/1984,From 01/07/2016 To 30/06/2019,Live,Young Women's Christian Association of Singapore,Social and Welfare,Registered,S61SS0075J,http://www.ywca.org.sg
10 SINARAN DRIVE #11-06 SQUARE 2 Singapore 307506,21/02/2013,From 18/02/2015 To 17/02/2018,Live,YOUTH GOLF NETWORK LTD.,Sports,Registered,201300853G,www.youthgolf.com.sg
10 Lorong 27A Geylang #03-01 Emmanuel House Singapore 388107,19/04/1997,From 01/11/2017 To 31/07/2019,Live,Youth Guidance Outreach Services,Social and Welfare,Registered,S96SS0067H,http://www.ygos.org.sg
90 BOON LAY WAY YUHUA CONSTITUENCY OFFICE Singapore 609958,10/03/2006,From 24/05/2013 To 23/05/2018,Live,YUHUA CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T06CC1938B,Not applicable
1 SEGAR ROAD #01-01 Zhenghua Community Club Singapore 677738,20/02/2004,From 01/04/2015 To 31/03/2018,Live,ZHENGHUA CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T04CC1763A,http://www.pa.gov.sg
42 EVERTON ROAD #09-04 ASIA GARDEN Singapore 089394,21/04/2010,From 01/05/2016 To 30/04/2018,Live,Zonta Singapore- Project Pari Fund,Social and Welfare,Registered,T10CC0004L,Not applicable
