balance_assets_accounts_receivables,balance_assets_cash_deposits,balance_assets_inventories,balance_assets_investments,balance_assets_land_building,balance_assets_other_assets,balance_assets_other_tangible,balance_assets_total,balance_funds_endowment,balance_funds_liabilities_total,balance_funds_restricted,balance_funds_total,balance_funds_unrestricted,balance_liabilities_current,balance_liabilities_non_current,balance_liabilities_total,capital_in_nature,category_id,expenses_charitable_local,expenses_charitable_overseas,expenses_charitable_total,expenses_fund_raising,expenses_others_total,expenses_total,financial_period,financial_status,index,name,other_info_donation_other_charities,other_info_fund_raising_efficiency_ratio,other_info_no_of_employees,other_info_total_employee_costs,other_info_total_related_party_transactions,primary_sector,receipts_donation_cash_non_tax_deductible,receipts_donation_cash_tax_deductible,receipts_donation_cash_total,receipts_donation_kind_non_tax_deductible,receipts_donation_kind_tax_deductible,receipts_donation_kind_total,receipts_government_grants,receipts_investment_income,receipts_others_income,receipts_programme_fees,receipts_total,sub_setor,uen
"83,349","239,206","1,350",0,"14,684",0,0,"338,589",0,"338,589","96,947","218,670","121,723","119,919",0,"119,919","96,908",3,"1,157,875","49,157","1,207,032",0,"26,414","1,233,446",Apr 2015 - Mar 2016,Received,fy2,T.H.E DANCE COMPANY LTD.,0,0,14,"479,282","66,668",Arts and Heritage,"2,282","99,000","101,282",0,0,0,"786,165",0,"32,880","298,518","1,218,845","Professional, Contemporary & Ethnic Dance",200818017E
"110,351","240,798",0,0,"13,242",0,0,"364,391",0,"364,391","10,000","231,921","221,921","132,470",0,"132,470",0,3,"343,851","48,534","392,385",0,0,"392,385",Apr 2014 - Mar 2015,Late,fy3,T.H.E DANCE COMPANY LTD.,0,0,13,"456,487",0,Arts and Heritage,"3,783","97,925","101,708",0,0,0,"712,948",0,"20,271","202,969","1,037,896","Professional, Contemporary & Ethnic Dance",200818017E
"190,423","581,490",0,0,0,"11,390","4,903","788,206",0,"788,206",0,"467,940","467,940","316,580","3,686","320,266","957,007",4,"839,172","65,733","904,905",0,0,"904,905",Apr 2016 - Mar 2017,Received,fy1,CENTRE 42 LIMITED,0,0,4,"300,434","169,170",Arts and Heritage,"7,335",-,"7,335","7,335",-,"7,335","868,361",0,"88,646",0,"971,677",Theatre & Dramatic Arts,201403108H
"5,780","704,661",0,0,0,"14,289","84,709","809,439",0,"809,439",0,"415,838","415,838","386,755","6,846","393,601",0,4,"778,340",0,"778,340",0,0,"778,340",Apr 2015 - Mar 2016,Received,fy2,CENTRE 42 LIMITED,0,0,3,"276,437","201,889",Arts and Heritage,0,-,0,0,-,0,"1,043,522",0,"55,145",0,"1,098,667",Theatre & Dramatic Arts,201403108H
"3,708","416,429",0,0,0,"14,927","164,814","599,878",0,"599,878",0,"95,511","95,511","157,089","347,278","504,367",0,4,"867,587",0,"867,587",0,0,"867,587",Feb 2014 - Mar 2015,Received,fy3,CENTRE 42 LIMITED,0,0,4,"386,282","278,702",Arts and Heritage,0,-,0,0,-,0,"947,910",0,"15,188",0,"963,098",Theatre & Dramatic Arts,201403108H
"80,427","194,898","22,436",0,0,"78,926","1,902","378,589",0,"378,589",0,"214,324","214,324","164,265",0,"164,265",0,4,"757,866","52,099","809,965",0,0,"809,965",Apr 2016 - Mar 2017,Late,fy1,CHECKPOINT THEATRE LIMITED,0,0,4,"292,306","211,958",Arts and Heritage,"8,910",-,"8,910",0,-,0,"440,955",0,"13,088","369,515","832,468",Theatre & Dramatic Arts,200209251R
"46,403","235,460","23,191",0,0,0,"9,345","314,399",0,"314,399",0,"304,955","304,955","9,444",0,"9,444",0,4,"734,835",0,"734,835",0,0,"734,835",Apr 2015 - Mar 2016,Late,fy2,CHECKPOINT THEATRE LIMITED,0,0,4,"258,006","188,970",Arts and Heritage,"19,083",-,"19,083",0,-,0,"384,865",0,0,"324,913","728,861",Theatre & Dramatic Arts,200209251R
"8,097","355,884","8,489",0,0,"8,004","16,789","397,263",0,"397,263",0,"197,795","197,795","199,468",0,"199,468",0,4,"475,238",0,"475,238",0,0,"475,238",Jan 2014 - Mar 2015,Late,fy3,CHECKPOINT THEATRE LIMITED,0,0,4,"180,917","109,700",Arts and Heritage,"316,862",-,"316,862",0,-,0,"201,942",0,"6,375","127,725","652,904",Theatre & Dramatic Arts,200209251R
"79,874","506,390",0,0,0,0,"3,417","589,681",0,"589,681",0,"364,772","364,772","224,909",0,"224,909",0,4,"767,376","41,799","809,175",0,"190,263","999,438",Apr 2016 - Mar 2017,Late,fy1,DRAMA BOX LTD.,0,0,10,"567,005","122,850",Arts and Heritage,"17,834","55,665","73,499",0,0,0,"795,318",0,"8,949","177,293","1,055,059",Theatre & Dramatic Arts,200517863N
"125,438","462,421",0,0,0,0,"4,282","592,141",0,"592,141",0,"309,151","309,151","282,990",0,"282,990",0,4,"1,067,328","229,104","1,296,432",0,"199,458","1,495,890",Apr 2015 - Mar 2016,Received,fy2,DRAMA BOX LTD.,0,0,10,"622,342","168,138",Arts and Heritage,"30,812","191,511","222,323",0,0,0,"896,625",0,"58,547","358,834","1,536,329",Theatre & Dramatic Arts,200517863N
"186,225","292,320",0,0,0,0,"7,873","486,418",0,"486,418",0,"268,712","268,712","217,706",0,"217,706",0,4,"1,133,413",0,"1,133,413",0,"176,005","1,309,418",Apr 2014 - Mar 2015,Received,fy3,DRAMA BOX LTD.,0,0,9,"535,130",0,Arts and Heritage,"6,572","331,600","338,172",0,0,0,"665,431",0,"67,501","280,246","1,351,350",Theatre & Dramatic Arts,200517863N
"1,050,234","136,588",0,0,0,0,"57,709","1,244,531",0,"1,244,531","173,824","642,582","468,758","601,949",0,"601,949","113,259",4,"2,096,106",0,"2,096,106","115,379",0,"2,211,485",Apr 2016 - Mar 2017,Received,fy1,INTERCULTURAL THEATRE INSTITUTE LTD.,0,27.4,14,"932,421","261,002",Arts and Heritage,"7,492","413,500","420,992",0,0,0,"1,086,050",0,"27,583","643,066","2,177,691",Theatre & Dramatic Arts,200818680E
"757,993","205,396",0,0,0,0,"82,693","1,046,082",0,"1,046,082","45,136","547,688","502,552","498,394",0,"498,394","25,855",4,"1,549,148",0,"1,549,148","111,037",0,"1,660,185",Apr 2015 - Mar 2016,Received,fy2,INTERCULTURAL THEATRE INSTITUTE LTD.,0,29.2,14,"808,142","369,109",Arts and Heritage,"7,288","372,284","379,572",0,0,0,"1,008,238",0,"126,809","630,126","2,144,745",Theatre & Dramatic Arts,200818680E
"433,036","142,796",0,0,0,0,"85,488","661,320",0,"661,320","45,136","63,128","17,992","598,192",0,"598,192",0,4,"1,072,883",0,"1,072,883","92,323",0,"1,165,206",Jul 2014 - Mar 2015,Received,fy3,INTERCULTURAL THEATRE INSTITUTE LTD.,0,23.8,15,"511,389",0,Arts and Heritage,"6,970","381,341","388,311",0,0,0,"713,264",0,"30,243","457,876","1,589,694",Theatre & Dramatic Arts,200818680E
"50,535","300,802",0,0,0,0,393,"351,730",0,"351,730",0,"73,219","73,219","278,511",0,"278,511","305,063",4,"296,319",0,"296,319",0,"85,596","381,915",Apr 2016 - Mar 2017,Received,fy1,MUSICAL THEATRE LTD.,88,0,4,"45,431","70,900",Arts and Heritage,"27,452","145,477","172,929",0,0,0,"129,772",0,"57,069","49,151","408,921",Theatre & Dramatic Arts,200614780G
"4,845","156,962",0,0,0,0,801,"162,608",0,"162,608",0,"46,213","46,213","110,954","5,441","116,395","97,872",4,"174,868",0,"174,868",0,"83,587","258,455",Apr 2015 - Mar 2016,Received,fy2,MUSICAL THEATRE LTD.,0,0,3,"43,074","166,499",Arts and Heritage,"6,187","219,060","225,247",0,0,0,"152,528",0,"2,839","11,375","391,989",Theatre & Dramatic Arts,200614780G
"3,560","64,004",0,0,0,0,93,"67,657",0,"67,657",0,"10,551","10,551","51,665","5,441","57,106","23,125",4,"32,217",0,"32,217",0,"59,421","91,638",Apr 2014 - Mar 2015,Received,fy3,MUSICAL THEATRE LTD.,0,0,2,"39,169","42,641",Arts and Heritage,432,"70,040","70,472",0,0,0,"33,691",0,755,"6,525","111,443",Theatre & Dramatic Arts,200614780G
0,"51,261",0,0,0,"25,811","3,506","80,578",0,"80,578",0,"41,133","41,133","39,445",0,"39,445",0,4,"333,367",0,"333,367",0,"236,937","570,304",Apr 2016 - Mar 2017,Received,fy1,NEW OPERA SINGAPORE LTD.,0,4.45,4,"70,093",0,Arts and Heritage,"27,980","109,130","137,110",0,0,0,"237,138",0,"7,412","25,854","407,514",Theatre & Dramatic Arts,201114924K
0,"193,412",0,0,0,"4,239","12,953","210,604",0,"210,604",0,"197,416","197,416","13,188",0,"13,188",0,4,0,0,0,0,"56,126","56,126",Oct 2015 - Mar 2016,Received,fy2,NEW OPERA SINGAPORE LTD.,0,4.45,2,"33,840",0,Arts and Heritage,"2,300","10,100","12,400",0,0,0,"247,588",0,"3,660",0,"263,648",Theatre & Dramatic Arts,201114924K
0,"114,755",0,0,0,"63,840",0,"178,595",0,"178,595",0,"141,290","141,290","37,305",0,"37,305",0,4,"266,147",0,"266,147","19,542","20,568","306,257",Oct 2014 - Sep 2015,Received,fy3,NEW OPERA SINGAPORE LTD.,0,4.45,1,"38,347","24,621",Arts and Heritage,"28,800","137,348","166,148",0,0,0,"200,815",0,"22,768","14,500","404,231",Theatre & Dramatic Arts,201114924K
"16,756","129,748",0,0,0,0,5,"146,509",0,"146,509",0,"73,740","73,740","72,769",0,"72,769",0,4,"327,051",0,"327,051",0,"187,128","514,179",Apr 2016 - Mar 2017,Received,fy1,NINE YEARS THEATRE LTD.,259,0,3,"151,053",0,Arts and Heritage,"2,150","80,345","80,345",0,0,0,"317,900",0,"5,059","146,966","552,420",Theatre & Dramatic Arts,201221584C
"71,700","32,389",0,0,0,"8,522",5,"112,616",0,"112,616",0,"35,499","35,499","77,117",0,"77,117",0,4,"360,811",0,"360,811",0,0,"360,811",Apr 2015 - Mar 2016,Received,fy2,NINE YEARS THEATRE LTD.,0,0,3,"115,562","146,986",Arts and Heritage,"25,136","44,549","69,685",0,0,0,"208,136",0,"1,019","81,971","360,811",Theatre & Dramatic Arts,201221584C
"11,000","34,764",0,0,0,"4,346","5,714","55,824",0,"55,824",0,"35,385","35,385","20,439",0,"20,439",0,4,"224,979",0,"224,979",0,"8,211","233,190",Apr 2014 - Mar 2015,Received,fy3,NINE YEARS THEATRE LTD.,0,0,8,"93,443",0,Arts and Heritage,"3,606",-,"3,606","1,000",-,"1,000","138,500",0,"9,595","78,054","230,755",Theatre & Dramatic Arts,201221584C
0,"84,092",0,0,0,0,0,"84,092",0,"84,092",0,"59,809","59,809","24,283",0,"24,283",0,4,"440,268",0,"440,268",0,"40,161","480,429",Jul 2016 - Jun 2017,Received,fy1,OPERAVIVA LIMITED,0,0,0,"25,600",0,Arts and Heritage,"7,320","149,000","156,320",0,0,0,"396,430",0,"5,732",0,"558,482",Theatre & Dramatic Arts,200809663K
"5,041","21,975",0,0,0,0,0,"27,016",0,"27,016",0,"-18,244","-18,244","45,260",0,"45,260",0,4,"144,670",0,"144,670",0,"165,530","310,200",Jul 2015 - Jun 2016,Received,fy2,OPERAVIVA LIMITED,0,0,1,"19,200",0,Arts and Heritage,"39,000","185,520","224,520",0,0,0,-,0,"84,469",0,"308,989",Theatre & Dramatic Arts,200809663K
0,"48,675",0,0,0,"1,878",0,"50,553",0,"50,553",0,"-17,033","-17,033","67,586",0,"67,586",-,4,"3,341",0,"3,341","103,889",0,"107,230",Jul 2014 - Jun 2015,Late,fy3,OPERAVIVA LIMITED,0,67.58,0,0,0,Arts and Heritage,"1,878","146,778","148,656",0,0,0,0,0,0,0,"148,656",Theatre & Dramatic Arts,200809663K
"475,389","904,175",0,0,0,"9,053",0,"1,388,617",0,"1,388,617","67,780","838,442","770,662","550,175",0,"550,175",0,4,"1,274,222",0,"1,274,222","8,584","1,156,591","2,114,599",Dec 2014 - Mar 2016,Received,fy2,PANGDEMONIUM THEATRE COMPANY LTD.,0,8,10,"532,409","62,808",Arts and Heritage,"136,277","428,564","564,841","178,827",0,"178,827","414,700",0,"21,717","1,461,544","2,682,407",Theatre & Dramatic Arts,201229915M
"420,038","668,503",0,0,0,0,"15,664","1,104,205",0,"1,104,205",0,"627,676","627,676","476,529",0,"476,529","224,815",4,"1,052,895",0,"1,052,895","20,935","1,040,769",0,0,0,fy3,PANGDEMONIUM THEATRE COMPANY LTD.,0,24.22,7,"386,444","106,500",Arts and Heritage,"368,254","224,401","592,655","218,417",0,"218,417","464,315",0,"6,776","1,400,244",0,Theatre & Dramatic Arts,201229915M
"43,747","319,720",0,0,0,0,"97,848","461,315",0,"461,315",0,"324,121","324,121","108,024","29,170","137,194",0,4,"146,613",0,"146,613",0,"462,884","609,497",Apr 2016 - Mar 2017,Received,fy1,PLAYEUM LTD.,0,0,7,"419,615",0,Arts and Heritage,"4,136","62,942","67,078",0,0,0,"127,242",0,"8,547","432,260","635,127",Theatre & Dramatic Arts,201333807K
"28,875","681,376",0,0,0,0,"131,342","841,593",0,"841,593",0,"718,106","718,106","96,551","26,936","123,487",0,4,"109,260",0,"109,260","41,568","438,105","588,933",Dec 2014 - Mar 2016,Late,fy2,PLAYEUM LTD.,0,1.2,7,"271,544",0,Arts and Heritage,0,"652,179","652,179",0,0,0,"375,436",0,"3,847","413,797","1,445,259",Theatre & Dramatic Arts,201333807K
"71,181","96,829",0,0,0,0,0,"168,010",0,"168,010",0,"133,324","133,324","34,686",0,"34,686",0,4,"139,332",0,"139,332",0,0,"139,332",Dec 2013 - Nov 2014,Late,fy3,PLAYEUM LTD.,0,0,3,"64,877","33,177",Arts and Heritage,0,"94,589","94,589",0,0,0,"11,000",0,"1,819","176,248","283,656",Theatre & Dramatic Arts,201333807K
"1,873,236","26,483,989",0,"16,759,600",0,"13,221,494","882,973","59,221,292",0,"59,221,292",0,"27,728,682","27,728,682","18,416,742","13,075,868","31,492,610","533,986",4,"449,381",0,"449,381",0,"4,843,015","5,292,396",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE CHINESE CULTURAL CENTRE,0,0,17,"1,350,828","561,188",Arts and Heritage,0,"4,039,571","4,039,571",0,0,0,"4,499,998","836,404","659,943",0,"10,035,916",Theatre & Dramatic Arts,201309577Z
0,"39,854,248",0,"3,014,790",0,"356,812","54,355,562","97,581,412",0,"97,581,412",0,"22,985,162","22,985,162","58,735,470","15,860,780","74,596,250",0,4,"795,065",0,"795,065",0,"2,222,741","3,017,806",Apr 2015 - Mar 2016,Late,fy2,SINGAPORE CHINESE CULTURAL CENTRE,0,0,11,"1,004,075","730,372",Arts and Heritage,0,"19,217,305","19,217,305",0,0,0,"2,866,916","14,790","68,594",0,"22,167,605",Theatre & Dramatic Arts,201309577Z
0,"6,762,261",0,0,0,"301,731","12,035,816","19,099,808",0,"19,099,808",0,"1,649,364","1,649,364","2,676,564","14,773,880","17,450,444",0,4,"203,411",0,"203,411",0,"1,947,854","2,151,265",Apr 2014 - Mar 2015,Late,fy3,SINGAPORE CHINESE CULTURAL CENTRE,0,0,6,"656,826","545,600",Arts and Heritage,0,"2,186,000","2,186,000",0,0,0,"2,043,701",0,"4,664",0,"4,234,365",Theatre & Dramatic Arts,201309577Z
"1,260,043","19,211,510",0,0,0,0,"995,999","21,467,552",0,"21,467,552","13,030,033","20,379,379","7,349,346","1,088,173",0,"1,088,173",0,4,0,"51,432","51,432","117,066","5,903,905","6,072,403",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE REPERTORY THEATRE LTD,0,14.5,21,"1,700,956","131,156",Arts and Heritage,"377,814","809,900","1,187,714",0,0,0,"775,000","60,269","387,171","2,806,525","5,216,679",Theatre & Dramatic Arts,199301614N
"1,641,566","11,750,761",0,0,0,0,"148,609","13,540,936",0,"13,540,936","4,566,716","12,771,786","8,205,070","769,150",0,"769,150",0,4,0,0,0,"114,396","8,423,465","8,537,861",Apr 2015 - Mar 2016,Received,fy2,SINGAPORE REPERTORY THEATRE LTD,125,1.3,23,"1,895,205","117,773",Arts and Heritage,"419,505","8,878,298","9,297,803",0,0,0,"931,217","2,481","353,794","2,958,596","13,543,891",Theatre & Dramatic Arts,199301614N
"1,248,470","5,491,669",0,0,0,0,"66,494","6,806,633",0,"6,806,633","2,925,839","6,124,879","3,199,040","681,754",0,"681,754",0,4,0,0,0,"125,394","5,705,314","5,830,708",Apr 2014 - Mar 2015,Received,fy3,SINGAPORE REPERTORY THEATRE LTD,0,12.3,21,"1,613,210","148,762",Arts and Heritage,"588,283","1,200,596","1,788,879",0,0,0,"493,958","6,071","530,125","2,862,996","5,682,029",Theatre & Dramatic Arts,199301614N
"42,570","175,796",0,0,0,"10,600","7,388","236,354",0,"236,354",0,"207,287","207,287","29,067",0,"29,067",0,4,"352,114",0,"352,114",0,"333,897","686,011",Jan 2016 - Dec 2016,Late,fy1,SING'THEATRE LTD.,0,0,6,"229,448","6,507",Arts and Heritage,"76,539","161,300","237,839",0,0,0,"305,728",0,"1,036","157,882","702,485",Theatre & Dramatic Arts,200615018Z
"40,125","196,228",0,0,0,"1,352","14,333","252,038",0,"252,038",0,"190,813","190,813","61,225",0,"61,225",0,4,"408,482",0,"408,482",0,"307,148","715,630",Jan 2015 - Dec 2015,Received,fy2,SING'THEATRE LTD.,0,10,5,"224,359","49,457",Arts and Heritage,"110,623","158,800","269,423",0,0,0,"325,776",0,210,"159,918","755,327",Theatre & Dramatic Arts,200615018Z
"47,792","128,538",0,0,0,0,113,"176,443",0,"176,443",0,"151,116","151,116","25,327",0,"25,327",0,4,"425,839",0,"425,839",0,"134,030","559,869",Jan 2014 - Dec 2014,Late,fy3,SING'THEATRE LTD.,0,10,5,"80,073","75,154",Arts and Heritage,"100,000","190,126","290,126",0,0,0,"65,372",0,"22,462","321,332","699,292",Theatre & Dramatic Arts,200615018Z
"81,731","11,620",0,0,0,0,4,"93,355",0,"93,355",0,"-105,971","-105,971","199,326",0,"199,326",0,4,"1,073,847","54,992","1,128,839","2,688","379,874","1,511,401",Apr 2016 - Mar 2017,Received,fy1,THE FINGER PLAYERS LTD,0,5.19,9,"319,988","188,028",Arts and Heritage,"58,442","74,340","132,782",0,0,0,"683,461",0,"4,621","629,209","1,450,073",Theatre & Dramatic Arts,199905145W
"70,601","145,737",0,0,0,0,4,"216,342",0,"216,342",0,"-44,643","-44,643","260,985",0,"260,985",0,4,"525,225","95,603","620,828",0,"391,925","1,012,753",Apr 2015 - Mar 2016,Late,fy2,THE FINGER PLAYERS LTD,0,0,8,"352,940","213,727",Arts and Heritage,"48,632","11,020","59,652",0,0,0,"429,023",0,"9,617","584,316","1,082,608",Theatre & Dramatic Arts,199905145W
"108,395","201,657",0,0,0,0,39,"310,091",0,"310,091",0,"-114,498","-114,498","424,589",0,"424,589",0,4,"489,920",0,"489,920",0,"441,313","931,233",Apr 2014 - Mar 2015,Late,fy3,THE FINGER PLAYERS LTD,0,0,7,"348,763","198,211",Arts and Heritage,"32,296","73,114","105,410",0,0,0,"425,180",0,"7,867","197,353","735,810",Theatre & Dramatic Arts,199905145W
"382,582","1,220,500",0,0,0,0,"71,032","1,674,114","370,000","1,674,114","130,000","1,566,411","1,066,411","107,703",0,"107,703",0,4,"982,290",0,"982,290",0,"973,107","1,955,397",Apr 2016 - Mar 2017,Received,fy1,THE NECESSARY STAGE LTD,0,0,9,"771,499","353,714",Arts and Heritage,"34,449","390,461","424,910",0,0,0,"852,437","12,025","107,264","747,042","2,143,678",Theatre & Dramatic Arts,199202435N
"225,855","1,375,062",0,0,0,0,"47,133","1,648,050","370,000","1,648,050","130,000","1,378,130","878,130","269,920",0,"269,920",0,4,"681,118","14,779","695,897",0,"868,010","1,563,907",Apr 2015 - Mar 2016,Received,fy2,THE NECESSARY STAGE LTD,0,0,9,"674,358","336,366",Arts and Heritage,"37,965","293,655","331,620",0,0,0,"747,290","10,286","72,063","341,273","1,502,532",Theatre & Dramatic Arts,199202435N
"124,477","1,177,883",0,0,0,0,"47,166","1,349,526",0,"1,349,526","130,000","1,285,822","1,155,822","63,704",0,"63,704",0,4,"707,443",0,"707,443",0,"793,503","1,500,946",Apr 2014 - Mar 2015,Received,fy3,THE NECESSARY STAGE LTD,0,0,8,"634,026",0,Arts and Heritage,"4,150","578,340","582,490",0,0,0,"736,880",0,"38,531","196,633","1,554,534",Theatre & Dramatic Arts,199202435N
"69,371","565,874",0,0,0,"90,066","74,097","799,408",0,"799,408","80,000","572,368","492,368","211,193","15,847","227,040",0,4,"916,169",0,"916,169","68,758","408,077","1,393,004",Apr 2016 - Mar 2017,Late,fy1,THE SINGAPORE LYRIC OPERA LIMITED,0,28,5,"182,897",0,Arts and Heritage,"114,126","295,326","409,452",0,0,0,"499,227",0,"53,013","387,414","1,349,106",Theatre & Dramatic Arts,199002445Z
"68,349","747,620",0,0,0,"25,145","5,047","846,161",0,"846,161",0,"616,266","616,266","229,895",0,"229,895",0,4,"812,374",0,"812,374","73,069","443,172","1,328,615",Apr 2015 - Mar 2016,Late,fy2,THE SINGAPORE LYRIC OPERA LIMITED,0,27,5,"177,515",0,Arts and Heritage,"252,610","389,759","642,369",0,0,0,"927,673",0,"51,985","329,148","1,951,175",Theatre & Dramatic Arts,199002445Z
"84,447","375,730",0,0,0,"14,403","6,839","481,419",0,"481,419",0,"-6,294","-6,294","487,713",0,"487,713",0,4,"667,638",0,"667,638","62,852","457,558","1,188,048",Apr 2014 - Mar 2015,Late,fy3,THE SINGAPORE LYRIC OPERA LIMITED,0,19,6,"296,890",0,Arts and Heritage,"224,061","430,161","654,222",0,0,0,"797,241",0,"46,286","253,043","1,750,792",Theatre & Dramatic Arts,199002445Z
"90,407","733,321",0,0,0,0,"185,884","1,009,612",0,"1,009,612","210,860","822,211","611,351","187,401",0,"187,401","2,200",4,"180,965",0,"180,965",0,"630,569","811,534",Apr 2016 - Mar 2017,Received,fy1,THE SUBSTATION LTD,0,0,10,"387,414",0,Arts and Heritage,628,"91,246","91,874",0,0,0,"619,075",0,"327,676","1,470","1,040,095",Theatre & Dramatic Arts,199506857R
"36,871","484,394",0,0,0,0,"208,137","729,402",0,"729,402","42,631","425,421","382,790","303,981",0,"303,981","6,344",4,"183,492",0,"183,492","11,536","708,575","903,603",Apr 2015 - Mar 2016,Received,fy2,THE SUBSTATION LTD,0,28,12,"480,191",0,Arts and Heritage,"1,075","165,492","166,567",357,0,357,"398,192",0,"391,722","18,497","975,335",Theatre & Dramatic Arts,199506857R
"164,825","265,061",0,0,0,0,"172,085","601,971","79,169","601,971","52,388","363,446","231,889","238,525",0,"238,525",0,4,"265,154",0,"265,154","8,419","855,817","1,129,390",Apr 2014 - Mar 2015,Late,fy3,THE SUBSTATION LTD,0,7.8,15,"625,541",0,Arts and Heritage,"5,123","125,263","130,386","12,500",0,"12,500","487,285",0,"443,319","23,765","1,097,255",Theatre & Dramatic Arts,199506857R
"540,501","781,514",0,0,0,"258,409","544,779","2,125,203",0,"2,125,203",0,"1,639,838","1,639,838","485,365",0,"485,365",0,4,"1,626,619",0,"1,626,619","15,972","1,128,976","2,771,567",Apr 2016 - Mar 2017,Received,fy1,THE THEATRE PRACTICE LTD.,0,16.35,17,"1,035,390",0,Arts and Heritage,"19,336","387,102","406,438",0,0,0,"837,211",0,"9,861","1,247,477","2,500,987",Theatre & Dramatic Arts,198801755D
"856,435","1,421,154",0,0,0,"284,453","16,264","2,578,306",0,"2,578,306",0,"1,910,418","1,910,418","667,888",0,"667,888",0,4,"1,348,852","6,396","1,355,248",0,"813,701","2,168,949",Apr 2015 - Mar 2016,Late,fy2,THE THEATRE PRACTICE LTD.,0,0,22,"952,558",0,Arts and Heritage,"15,807","411,910","427,717",0,0,0,"1,130,952",0,"57,708","1,089,118","2,705,495",Theatre & Dramatic Arts,198801755D
"332,123","1,169,460",0,0,0,"176,908","22,068","1,700,559",0,"1,700,559",0,"1,373,872","1,373,872","326,687",0,"326,687","65,935",4,"1,667,533",0,"1,667,533",0,"727,546","2,395,079",Apr 2014 - Mar 2015,Received,fy3,THE THEATRE PRACTICE LTD.,0,0,18,"876,045",0,Arts and Heritage,"29,100","443,553","472,653",0,0,0,"678,962",0,"54,524","1,665,807","2,871,946",Theatre & Dramatic Arts,198801755D
"7,520","2,021,196",0,0,0,"15,538","1,713","2,045,967",0,"2,045,967","1,741,158","1,528,950","-212,208","517,017",0,"517,017",0,4,"335,255","46,671","381,926",0,"488,341","870,267",Apr 2016 - Mar 2017,Received,fy1,THEATREWORKS (SINGAPORE) LTD.,0,0,4,"251,526","105,042",Arts and Heritage,"1,985","123,989","125,974",0,0,0,"468,970","3,228","296,331","109,671","1,004,174",Theatre & Dramatic Arts,199001149D
"46,322","793,100",0,"1,349,287",0,"26,085","5,261","2,220,055","1,753,988","2,220,055",0,"1,395,043","-358,945","825,012",0,"825,012",0,4,0,0,0,0,"1,070,807","1,070,807",Apr 2015 - Mar 2016,Received,fy2,THEATREWORKS (SINGAPORE) LTD.,0,0,4,"243,312",0,Arts and Heritage,"19,242","166,499","185,741",0,0,0,"692,593","-38,251","205,574","124,444","1,170,101",Theatre & Dramatic Arts,199001149D
